,symbol,sector,previousClose,sharesOutstanding,market_cap,socialScore,governanceScore,environmentScore,totalEsg,percentile,peerCount,peerGroup,highestControversy,esgPerformance
293,MMTC.ns,Industrials,39.55,1500000000,59324999999.99999,,,,,,,,,
294,MOIL.ns,Basic Materials,168.3,237328000,39942302400.0,,,,,,,,,
295,MRF.ns,Consumer Cyclical,73881.7,4241140,313342633138.0,,,,,,,,,
296,LODHA.ns,Real Estate,1434.5,481505984,690720334048.0,,,,,,,,,
297,MGL.ns,Utilities,921.15,98777800,90989170470.0,,,,,,,,,
298,M&MFIN.ns,Financial Services,162.5,1235529984,200773622400.0,,,,,,,,,
299,M&M.ns,Consumer Cyclical,849.55,1243190016,1056152078092.7999,13.57,6.24,8.13,27.94,52.05,37,Automobiles,2,
300,MAHINDCIE.ns,Consumer Cyclical,247.15,379051008,93682456627.2,,,,,,,,,
301,MHRIL.ns,Consumer Cyclical,209.9,199596000,41895200400.0,,,,,,,,,
302,MAHLOG.ns,Industrials,703.15,71712000,50424292800.0,,,,,,,,,
303,MANAPPURAM.ns,Financial Services,170.15,846395008,144014110611.2,,,,,,,,,
304,MRPL.ns,Energy,44.6,1752600064,78165962854.40001,,,,,,,,,
305,MARICO.ns,Consumer Defensive,532.85,1291350016,688095856025.6,15.43,6.51,9.8,31.74,65.59,92,Food Products,1,LEAD_PERF
306,MARUTI.ns,Consumer Cyclical,7324.95,302080000,2212720896000.0,10.95,9.3,6.63,26.89,48,37,Automobiles,4,
307,MASTEK.ns,Technology,2938.6,29690200,87247621720.0,,,,,,,,,
308,MFSL.ns,Financial Services,965.35,345107008,333149050172.8,,,,,,,,,
309,MAXHEALTH.ns,Healthcare,375.15,969395008,363668537251.19995,,,,,,,,,
310,MAZDOCK.ns,Industrials,267.75,201690000,54002497500.0,,,,,,,,,
311,METROPOLIS.ns,Healthcare,3206.15,51116800,163888128320.0,,,,,,,,,
312,MINDTREE.ns,Technology,4516.05,164728992,743924364321.6,,,,,,,,,
313,MINDACORP.ns,Consumer Cyclical,163.15,239079008,39005740155.200005,,,,,,,,,
314,MINDAIND.ns,Consumer Cyclical,914.85,285620000,261299457000.0,,,,,,,,,
315,MIDHANI.ns,Basic Materials,187.2,187340000,35070048000.0,,,,,,,,,
316,MOTILALOFS.ns,Financial Services,963.15,147092000,141671659800.0,,,,,,,,,
317,MPHASIS.ns,Technology,3107.1,187174000,581568335400.0,,,,,,,,,
318,MCX.ns,Financial Services,1642.85,50998400,83782721440.0,,,,,,,,,
319,MUTHOOTFIN.ns,Financial Services,1494.3,401196000,599507182800.0,,,,,,,,,
320,NATCOPHARM.ns,Healthcare,841.55,182338000,153446543900.0,,,,,,,,,
321,NBCC.ns,Industrials,42.35,1800000000,76230000000.0,,,,,,,,,
322,NCC.ns,Industrials,72.4,609846976,44152921062.4,,,,,,,,,
323,NESCO.ns,Industrials,605.3,70460000,42649438000.0,,,,,,,,,
324,NHPC.ns,Utilities,32.25,10044999680,323951239680.0,,,,,,,,,
325,NLCINDIA.ns,Utilities,58.85,1386640000,81603764000.0,,,,,,,,,
326,NMDC.ns,Basic Materials,141.6,2930609920,414974364672.0,,,,,,,,,
327,,,,,,,,,,,,,,
328,NTPC.ns,Utilities,128.7,9696669696,1247961389875.2,14.67,8.55,17.75,40.98,88.06,103,Utilities,4,
329,NH.ns,Healthcare,579.75,204360992,118478285112.0,,,,,,,,,
330,NATIONALUM.ns,Basic Materials,91.3,1836630016,167684320460.8,,,,,,,,,
331,NFL.ns,Basic Materials,50.55,490577984,24798717091.199997,,,,,,,,,
332,NAVINFLUOR.ns,Basic Materials,3780.2,49545100,187290387020.0,,,,,,,,,
333,NAZARA.ns,Communication Services,2314.55,32530200,75292774410.0,,,,,,,,,
334,NESTLEIND.ns,Consumer Defensive,19503.2,96415696,1880414602227.2,10.28,5.77,10.97,27.02,48.44,92,Food Products,3,
335,NETWORK18.ns,Communication Services,72.2,1035360000,74752992000.0,,,,,,,,,
336,NILKAMAL.ns,Consumer Cyclical,2325.85,14922500,34707496625.0,,,,,,,,,
337,NAM-INDIA.ns,Financial Services,370.35,621667008,230234376412.80002,,,,,,,,,
338,OBEROIRLTY.ns,Real Estate,849.6,363601984,308916245606.4,,,,,,,,,
339,ONGC.ns,Energy,144,12580299776,1811563167744,17.45,13.38,22.56,53.39,98.37,64,Oil & Gas Producers,5,
340,OIL.ns,Energy,218.75,1084409984,237214684000.0,,,,,,,,,
341,OFSS.ns,Technology,4186.45,86220304,360956991680.8,,,,,,,,,
342,ORIENTELEC.ns,Consumer Cyclical,374.4,212186000,79442438400.0,,,,,,,,,
343,PIIND.ns,Basic Materials,2953.25,151712992,448046393624.0,,,,,,,,,
344,PNBHOUSING.ns,Financial Services,587.45,168508992,98990607350.40001,,,,,,,,,
345,PNCINFRA.ns,Industrials,295.05,256539008,75691834310.40001,,,,,,,,,
346,PVR.ns,Communication Services,1399.2,60762200,85018470240.0,,,,,,,,,
347,PAGEIND.ns,Consumer Cyclical,38253.55,11153900,426676271345.00006,,,,,,,,,
348,PERSISTENT.ns,Technology,4392.6,76425000,335704455000.0,,,,,,,,,
349,PETRONET.ns,Energy,224.3,1500000000,336450000000.0,,,,,,,,,
350,PFIZER.ns,Healthcare,4934.4,45747700,225737450879.99997,,,,,,,,,
351,PHILIPCARB.ns,Basic Materials,230.35,172338000,39698058300.0,,,,,,,,,
352,PHOENIXLTD.ns,Real Estate,992,172067008,170690471936,,,,,,,,,
353,PIDILITIND.ns,Basic Materials,2235,508152992,1135721937120,,,,,,,,,
354,PEL.ns,Healthcare,2518.05,237128000,597100160400.0,,,,,,,,,
355,POLYMED.ns,Healthcare,1050.55,95880600,100727364330.0,,,,,,,,,
356,POLYCAB.ns,Industrials,2361.55,149128992,352175571057.60004,,,,,,,,,
357,POLYPLEX.ns,Basic Materials,1863.25,31392500,58492075625.0,,,,,,,,,
358,POONAWALLA.ns,,196.8,,,,,,,,,,,
359,PFC.ns,Financial Services,121.55,2640079872,320901708441.6,0,0,0,24.82,40.16,85,Diversified Financials,2,
360,POWERGRID.ns,Utilities,214.5,5231589888,1122176030976.0,,,,,,,,,
361,PRAJIND.ns,Industrials,320.85,183588992,58904528083.200005,,,,,,,,,
362,PRESTIGE.ns,Real Estate,446.35,400862016,178924760841.6,,,,,,,,,
363,PRINCEPIPE.ns,Basic Materials,742.85,110026000,81732814100.0,,,,,,,,,
364,PRSMJO.nsN.ns,Basic Materials,128.25,503360000,64555920000.0,,,,,,,,,
365,PGHL.ns,Healthcare,5298.05,16599400,87944451170.0,,,,,,,,,
366,PGHH.ns,Consumer Defensive,15272.4,32460700,495752794680.0,,,,,,,,,
367,PNB.ns,Financial Services,38.5,11011000320,423923512320.0,,,,,,,,,
368,QUESS.ns,Industrials,853.45,147679008,126036649377.6,,,,,,,,,
369,RBLBANK.ns,Financial Services,192.05,599395008,115113811286.40001,,,,,,,,,
370,RECLTD.ns,Financial Services,134.5,1974919936,265626731392.0,,,,,,,,,
371,RHIM.ns,Industrials,339.35,,,,,,,,,,,
372,RITES.ns,Industrials,274.5,240302000,65962899000.0,,,,,,,,,
373,RADICO.ns,Consumer Defensive,1087.35,133568000,145235164800.0,,,,,,,,,
374,RVNL.ns,Industrials,34.4,2085020032,71724689100.8,,,,,,,,,
375,RAILTEL.ns,Communication Services,119.4,320937984,38319995289.6,,,,,,,,,
376,RAIN.ns,Basic Materials,213,336345984,71641694592,,,,,,,,,
377,RAJESHEXPO.ns,Consumer Cyclical,780.3,295260000,230391378000.0,,,,,,,,,
378,RALLIS.ns,Basic Materials,252.9,194468992,49181208076.8,,,,,,,,,
379,RCF.ns,Basic Materials,73.2,551688000,40383561600.0,,,,,,,,,
380,RATNAMANI.ns,Basic Materials,2118.2,46728000,98979249599.99998,,,,,,,,,
381,REDINGTON.ns,Technology,151,390342016,58941644416,,,,,,,,,
382,RELAXO.ns,Consumer Cyclical,1280.65,248442000,318167247300.0,,,,,,,,,
383,RELIANCE.ns,Energy,2482.85,6762070016,16789205539225.6,10.1,6.27,20.55,36.92,80.88,37,Refiners & Pipelines,2,LEAD_PERF
384,ROSSARI.ns,Basic Materials,1292.2,55054900,71141941780.0,,,,,,,,,
385,ROUTE.ns,Communication Services,1799.55,57713600,103858508880.0,,,,,,,,,
386,SBICARD.ns,Financial Services,980.9,941027968,923054333811.2,,,,,,,,,
387,SBILIFE.ns,Financial Services,1188.05,1000110016,1188180704508.8,,,,,,,,,
388,SIS.ns,Industrials,493.45,148364992,73210705302.4,,,,,,,,,
389,SJVN.ns,Utilities,27.9,3929799936,109641418214.4,,,,,,,,,
390,SKFINDIA.ns,Industrials,3830.7,49438000,189382146600.0,,,,,,,,,
391,SRF.ns,Basic Materials,2089.7,296420992,619430946982.3999,,,,,,,,,
392,SANOFI.ns,Healthcare,7892.9,23030600,181778222740.0,,,,,,,,,
393,SCHAEFFLER.ns,Industrials,7856.9,31260700,245612193830.0,,,,,,,,,
394,SCHNEIDER.ns,Industrials,105.15,239104000,25141785600.0,,,,,,,,,
395,SEQUENT.ns,Healthcare,153,248371008,38000764224,,,,,,,,,
396,SHARDACROP.ns,Basic Materials,311.45,90220496,28099173479.2,,,,,,,,,
397,SFL.ns,Consumer Cyclical,3331.4,48782800,162515019920.0,,,,,,,,,
398,SHILPAMED.ns,Healthcare,562.5,81526896,45858879000.0,,,,,,,,,
399,SCI.ns,Industrials,157.2,465799008,73223604057.59999,,,,,,,,,
400,SHREECEM.ns,Basic Materials,26289.8,36080700,948554386860.0,4.19,9.13,15,28.32,53.23,14,Construction Materials,2,
401,SHRIRAMCIT.ns,Financial Services,2112,66005000,139402560000,,,,,,,,,
402,SRTR.nsFIN.ns,Financial Services,1448.95,267048000,386939199600.0,,,,,,,,,
403,SIEM.ns.ns,Industrials,2198.15,356120000,782805178000.0,,,,,,,,,
404,SOBHA.ns,Real Estate,844.65,94845904,80111592813.59999,,,,,,,,,
405,SOLARINDS.ns,Basic Materials,2798.4,90490096,253227484646.4,,,,,,,,,
406,SOLARA.ns,Healthcare,1179.05,35929800,42363030690.0,,,,,,,,,
407,SONACOMS.ns,,758.95,,,,,,,,,,,
408,SONATSOFTW.ns,Technology,843,105159000,88649037000,,,,,,,,,
409,SPANDANA.ns,Financial Services,446.75,64315500,28732949625.0,,,,,,,,,
410,SPICEJET.ns,Industrials,71.4,600937024,42906903513.600006,,,,,,,,,
411,STARCEMENT.ns,Basic Materials,96.35,404180000,38942743000.0,,,,,,,,,
412,SBIN.ns,Financial Services,477,8924609536,4257038748672,13.09,14.54,2.33,29.96,57.7,175,Banks,2,AVG_PERF
413,SAIL.ns,Basic Materials,104.55,4130530048,431846916518.39996,,,,,,,,,
414,SWSOLAR.ns,Technology,396.35,160360000,63558686000.0,,,,,,,,,
415,STLTECH.ns,Technology,271.7,396628000,107763827600.0,,,,,,,,,
416,STAR.ns,Healthcare,491.25,89661000,44045966250.0,,,,,,,,,
417,SUDARSCHEM.ns,Basic Materials,562.1,69227200,38912609120.0,,,,,,,,,
418,SUMICHEM.ns,Basic Materials,370.75,499145984,185058373568.0,,,,,,,,,
419,SPARC.ns,Healthcare,248.85,262048000,65210644800.0,,,,,,,,,
420,SUNPHARMA.ns,Healthcare,766.25,2399330048,1838486649280.0,19.69,14.06,3.02,36.77,80.6,83,Pharmaceuticals,3,LEAD_PERF
421,SUNTV.ns,Communication Services,533.65,394084992,210303455980.8,,,,,,,,,
422,SUNDARMFIN.ns,Financial Services,2330.3,111105000,258907981500.00003,,,,,,,,,
423,SUNDRMFAST.ns,Consumer Cyclical,859.25,210128000,180552484000.0,,,,,,,,,
424,SUNTECK.ns,Real Estate,436.65,146394000,63922940100.0,,,,,,,,,
425,SUPRAJIT.ns,Consumer Cyclical,419.15,139872000,58627348800.0,,,,,,,,,
426,SUPREMEIND.ns,Industrials,2397.7,127027000,304572637900.0,,,,,,,,,
427,SUPPETRO.ns,Basic Materials,700.25,94020704,65837997976.0,,,,,,,,,
428,SUVENPHAR.ns,Healthcare,498.1,254564992,126798822515.20001,,,,,,,,,
429,SUZLON.ns,Industrials,7.05,8901780480,62757552384.0,,,,,,,,,
430,SYMPHONY.ns,Consumer Cyclical,970.3,69957000,67879277100.0,,,,,,,,,
431,SYNGENE.ns,Healthcare,589.15,400796992,236129547836.8,,,,,,,,,
432,TCIEXP.ns,Industrials,2312.25,38434500,88870172625.0,,,,,,,,,
433,T.nsBRANDS.ns,Consumer Cyclical,814.95,61522500,50137761375.0,,,,,,,,,
434,TTKPRESTIG.ns,Consumer Cyclical,10374.2,13861400,143800935880.0,,,,,,,,,
435,TV18BRDCST.ns,Communication Services,41,1714360064,70288762624,,,,,,,,,
436,TVSMOTOR.ns,Consumer Cyclical,680.25,475087008,323177937192.0,,,,,,,,,
437,TANLA.ns,Technology,1449.05,135746000,196702741300.0,,,,,,,,,
438,TASTYBITE.ns,Consumer Defensive,13351.25,2566000,34259307500.0,,,,,,,,,
439,TATACHEM.ns,Basic Materials,900,254756000,229280400000,,,,,,,,,
440,TATACOFFEE.ns,Consumer Defensive,205.35,186770000,38353219500.0,,,,,,,,,
441,TATACOMM.ns,Communication Services,1275.8,285000000,363603000000.0,,,,,,,,,
442,TCS.ns,Technology,3642.9,3699049984,13475269186713.6,6.58,6.76,0.79,14.12,7.36,99,Software & Services,2,LAG_PERF
443,TATAC.nsUM.ns,Consumer Defensive,773.25,921552000,712590084000.0,,,,,,,,,
444,TATAELXSI.ns,Technology,5979.75,62276400,372397302900.0,,,,,,,,,
445,TATAMTRDVR.ns,Consumer Cyclical,262.05,508503008,133253213246.40001,,,,,,,,,
446,TATAMOTORS.ns,Consumer Cyclical,479.1,3320310016,1590760528665.6,14.01,7.46,8.57,30.05,59.79,37,Automobiles,2,LEAD_PERF
447,TATAPOWER.ns,Utilities,226.4,3195340032,723424983244.8,,,,,,,,,
448,TATASTLLP.ns,Basic Materials,734.55,45100000,33128204999.999996,,,,,,,,,
449,TATASTEEL.ns,Basic Materials,1112.4,1125309952,1251794790604.8,14.18,8.84,16.32,39.34,85.39,23,Steel,3,LEAD_PERF
450,TTML.ns,Communication Services,124.05,1954930048,242509072454.4,,,,,,,,,
451,TEAMLEASE.ns,Industrials,4194.75,17096800,71716801800.0,,,,,,,,,
452,TECHM.ns,Technology,1629.65,968988992,1579112910812.8,6.81,5.84,0.47,13.12,5.33,99,Software & Services,1,LAG_PERF
453,NIACL.ns,Financial Services,145.05,1648000000,239042400000.00003,,,,,,,,,
454,RAMCOCEM.ns,Basic Materials,950.95,235890000,224319595500.0,,,,,,,,,
455,THERMAX.ns,Industrials,1782.1,119156000,212347907600.0,,,,,,,,,
456,THYROCARE.ns,Healthcare,1088.7,52903300,57595822710.0,,,,,,,,,
457,TIMKEN.ns,Industrials,2132.45,75218704,160400125344.8,,,,,,,,,
458,TITAN.ns,Consumer Cyclical,2386.5,887800000,2118734700000.0,7.14,6.26,1.64,15.04,9.15,18,Textiles & Apparel,2,LAG_PERF
459,TORNTPHARM.ns,Healthcare,2971.15,169223008,502786940219.2,,,,,,,,,
460,TORNTPOWER.ns,Utilities,562.05,480616992,270130780353.59998,,,,,,,,,
461,TRENT.ns,Consumer Cyclical,1031.35,355487008,366631525700.8,,,,,,,,,
462,TRIDENT.ns,Consumer Cyclical,46.95,5095960064,239255325004.80002,,,,,,,,,
463,TRITURBINE.ns,Industrials,182.45,323304992,58986995790.399994,,,,,,,,,
464,TIINDIA.ns,Consumer Cyclical,1669.6,192820992,321933928243.2,,,,,,,,,
465,UCOBANK.ns,Financial Services,13.1,11955999744,156623596646.4,,,,,,,,,
466,UFLEX.ns,Consumer Cyclical,502.45,72211504,36282670184.799995,,,,,,,,,
467,UPL.ns,Basic Materials,698.2,764044992,533456213414.4,8.8,6.78,11.11,26.68,47.36,73,Chemicals,2,
468,UTIAMC.ns,Financial Services,1045.15,126787000,132511433050.00002,,,,,,,,,
469,UJJIVAN.ns,Financial Services,136.1,121667000,16558878700.0,,,,,,,,,
470,UJJIV.nsFB.ns,Financial Services,18.6,1728310016,32146566297.600002,,,,,,,,,
471,ULTRACEMCO.ns,Basic Materials,7323.2,288451008,2112384421785.5999,5.04,10.6,18.46,34.1,73.25,14,Construction Materials,2,OUT_PERF
472,UNIONBANK.ns,Financial Services,46.3,6834749952,316448922777.6,,,,,,,,,
473,UBL.ns,Consumer Defensive,1515.05,264404992,400586783129.6,,,,,,,,,
474,MCDOWELL-N.ns,Consumer Defensive,887.95,726638976,645219078739.2001,8.85,6.33,8.6,23.78,36.12,92,Food Products,3,AVG_PERF
475,VGUARD.ns,Industrials,238.05,430188000,102406253400.0,,,,,,,,,
476,VMART.ns,Consumer Cyclical,3955.85,19711100,77974154935.0,,,,,,,,,
477,VIPIND.ns,Consumer Cyclical,545.85,141432000,77200657200.0,,,,,,,,,
478,VAIBHAVGBL.ns,Consumer Cyclical,524.7,163208000,85635237600.0,,,,,,,,,
479,VAKRANGEE.ns,Technology,34.6,1059409984,36655585446.4,,,,,,,,,
480,VALIANTORG.ns,Basic Materials,1054.25,27153500,28626577375.0,,,,,,,,,
481,VTL.ns,Consumer Cyclical,1965.3,57688400,113375012520.0,,,,,,,,,
482,VARROC.ns,Consumer Cyclical,298.45,152786000,45598981700.0,,,,,,,,,
483,VBL.ns,Consumer Defensive,911.05,433032992,394514707361.6,,,,,,,,,
484,VEDL.ns,Basic Materials,337.9,3717199872,1256041836748.7998,15.8,7.59,20.69,44.09,92.54,26,Diversified Metals,4,
485,VENKEYS.ns,Consumer Defensive,2660.05,14087300,37472922365.0,,,,,,,,,
486,VINATIORGA.ns,Basic Materials,1927.05,102782000,198066053100.0,,,,,,,,,
487,IDEA.ns,Communication Services,12.8,28735399936,367813119180.80005,14.46,8.98,7.64,31.07,63.37,66,Telecommunication Services,3,LEAD_PERF
488,VOLTAS.ns,Industrials,1230.4,330884992,407120894156.80005,,,,,,,,,
489,WABCOINDIA.ns,Consumer Cyclical,8048.85,18967600,152667367260.0,,,,,,,,,
490,WELCORP.ns,Basic Materials,170.2,260948992,44413518438.399994,,,,,,,,,
491,WELSPUNIND.ns,Consumer Cyclical,141.7,988057984,140007816332.8,,,,,,,,,
492,WESTLIFE.ns,Consumer Cyclical,551.75,155803008,85964309664.0,,,,,,,,,
493,WHIRLPOOL.ns,Consumer Cyclical,2040.05,126872000,258825223600.0,,,,,,,,,
494,WIPRO.ns,Technology,646.8,5459820032,3531411596697.5996,6.86,5.48,0.95,13.28,5.71,99,Software & Services,2,LAG_PERF
495,WOCKPHARMA.ns,Healthcare,431.05,110816000,47767236800.0,,,,,,,,,
496,YESBANK.ns,Financial Services,12.6,25054900224,315691742822.39996,12.9,18.4,1.56,32.87,69.42,165,Banks,4,OUT_PERF
497,ZEEL.ns,Communication Services,342.15,960515968,328640538451.19995,8.33,7.77,0.09,16.2,11.82,36,Media,2,LAG_PERF
498,Z.nsARTECH.ns,Technology,440.3,225660000,99358098000.0,,,,,,,,,
499,ZYDUSWELL.ns,Consumer Defensive,1946.6,63632100,123866245860.0,,,,,,,,,
500,ECLERX.ns,Technology,2129.5,34889600,74297403200.0,,,,,,,,,
